"ADM2_PC","amenities","ADM2_ES","ADM1_PC","ADM1_ES","ADM0_PC","ADM0_ES","value"
"CO05001","college","Medellín","CO05","Antioquia","CO","Colombia",60
"CO05045","college","Apartadó","CO05","Antioquia","CO","Colombia",1
"CO05088","college","Bello","CO05","Antioquia","CO","Colombia",1
"CO05129","college","Caldas","CO05","Antioquia","CO","Colombia",1
"CO05145","college","Caramanta","CO05","Antioquia","CO","Colombia",1
"CO05148","college","El Carmen de Viboral","CO05","Antioquia","CO","Colombia",1
"CO05264","college","Entrerríos","CO05","Antioquia","CO","Colombia",2
"CO05266","college","Envigado","CO05","Antioquia","CO","Colombia",5
"CO05310","college","Gómez Plata","CO05","Antioquia","CO","Colombia",1
"CO05318","college","Guarne","CO05","Antioquia","CO","Colombia",1
"CO05360","college","Itagüí","CO05","Antioquia","CO","Colombia",4
"CO05380","college","La Estrella","CO05","Antioquia","CO","Colombia",1
"CO05579","college","Puerto Berrío","CO05","Antioquia","CO","Colombia",2
"CO05604","college","Remedios","CO05","Antioquia","CO","Colombia",1
"CO05642","college","Salgar","CO05","Antioquia","CO","Colombia",1
"CO05665","college","San Pedro de Urabá","CO05","Antioquia","CO","Colombia",1
"CO05686","college","Santa Rosa de Osos","CO05","Antioquia","CO","Colombia",1
"CO05690","college","Santo Domingo","CO05","Antioquia","CO","Colombia",1
"CO05792","college","Tarso","CO05","Antioquia","CO","Colombia",1
"CO05873","college","Vigía del Fuerte","CO05","Antioquia","CO","Colombia",1
"CO05895","college","Zaragoza","CO05","Antioquia","CO","Colombia",1
"CO08001","college","Barranquilla","CO08","Atlántico","CO","Colombia",21
"CO08296","college","Galapa","CO08","Atlántico","CO","Colombia",1
"CO08372","college","Juan de Acosta","CO08","Atlántico","CO","Colombia",1
"CO08433","college","Malambo","CO08","Atlántico","CO","Colombia",2
"CO08560","college","Ponedera","CO08","Atlántico","CO","Colombia",3
"CO08638","college","Sabanalarga","CO08","Atlántico","CO","Colombia",5
"CO08758","college","Soledad","CO08","Atlántico","CO","Colombia",3
"CO08770","college","Suan","CO08","Atlántico","CO","Colombia",2
"CO11001","college","Bogotá, D.C.","CO11","Bogotá, D.C.","CO","Colombia",117
"CO13001","college","Cartagena de Indias","CO13","Bolívar","CO","Colombia",11
"CO13244","college","El Carmen de Bolívar","CO13","Bolívar","CO","Colombia",1
"CO13430","college","Magangué","CO13","Bolívar","CO","Colombia",1
"CO13600","college","Río Viejo","CO13","Bolívar","CO","Colombia",2
"CO13836","college","Turbaco","CO13","Bolívar","CO","Colombia",1
"CO15001","college","Tunja","CO15","Boyacá","CO","Colombia",5
"CO15104","college","Boyacá","CO15","Boyacá","CO","Colombia",1
"CO15131","college","Caldas","CO15","Boyacá","CO","Colombia",1
"CO15176","college","Chiquinquirá","CO15","Boyacá","CO","Colombia",2
"CO15187","college","Chivatá","CO15","Boyacá","CO","Colombia",1
"CO15238","college","Duitama","CO15","Boyacá","CO","Colombia",3
"CO15322","college","Guateque","CO15","Boyacá","CO","Colombia",1
"CO15407","college","Villa de Leyva","CO15","Boyacá","CO","Colombia",1
"CO15442","college","Maripí","CO15","Boyacá","CO","Colombia",7
"CO15537","college","Paz de Río","CO15","Boyacá","CO","Colombia",1
"CO15572","college","Puerto Boyacá","CO15","Boyacá","CO","Colombia",1
"CO15638","college","Sáchica","CO15","Boyacá","CO","Colombia",1
"CO15646","college","Samacá","CO15","Boyacá","CO","Colombia",2
"CO15740","college","Siachoque","CO15","Boyacá","CO","Colombia",4
"CO15753","college","Soatá","CO15","Boyacá","CO","Colombia",2
"CO15763","college","Sotaquirá","CO15","Boyacá","CO","Colombia",1
"CO15808","college","Tinjacá","CO15","Boyacá","CO","Colombia",1
"CO15861","college","Ventaquemada","CO15","Boyacá","CO","Colombia",1
"CO17001","college","Manizales","CO17","Caldas","CO","Colombia",5
"CO17653","college","Salamina","CO17","Caldas","CO","Colombia",2
"CO17873","college","Villamaría","CO17","Caldas","CO","Colombia",1
"CO18001","college","Florencia","CO18","Caquetá","CO","Colombia",4
"CO18029","college","Albania","CO18","Caquetá","CO","Colombia",1
"CO18150","college","Cartagena del Chairá","CO18","Caquetá","CO","Colombia",1
"CO18479","college","Morelia","CO18","Caquetá","CO","Colombia",1
"CO18610","college","San José del Fragua","CO18","Caquetá","CO","Colombia",2
"CO18753","college","San Vicente del Caguán","CO18","Caquetá","CO","Colombia",2
"CO19001","college","Popayán","CO19","Cauca","CO","Colombia",4
"CO19022","college","Almaguer","CO19","Cauca","CO","Colombia",2
"CO19050","college","Argelia","CO19","Cauca","CO","Colombia",2
"CO19110","college","Buenos Aires","CO19","Cauca","CO","Colombia",3
"CO19130","college","Cajibío","CO19","Cauca","CO","Colombia",2
"CO19137","college","Caldono","CO19","Cauca","CO","Colombia",3
"CO19142","college","Caloto","CO19","Cauca","CO","Colombia",4
"CO19256","college","El Tambo","CO19","Cauca","CO","Colombia",10
"CO19290","college","Florencia","CO19","Cauca","CO","Colombia",1
"CO19300","college","Guachené","CO19","Cauca","CO","Colombia",2
"CO19397","college","La Vega","CO19","Cauca","CO","Colombia",3
"CO19450","college","Mercaderes","CO19","Cauca","CO","Colombia",1
"CO19455","college","Miranda","CO19","Cauca","CO","Colombia",4
"CO19513","college","Padilla","CO19","Cauca","CO","Colombia",2
"CO19517","college","Páez","CO19","Cauca","CO","Colombia",3
"CO19532","college","Patía","CO19","Cauca","CO","Colombia",5
"CO19533","college","Piamonte","CO19","Cauca","CO","Colombia",1
"CO19548","college","Piendamó - Tunía","CO19","Cauca","CO","Colombia",2
"CO19573","college","Puerto Tejada","CO19","Cauca","CO","Colombia",17
"CO19698","college","Santander de Quilichao","CO19","Cauca","CO","Colombia",8
"CO19743","college","Silvia","CO19","Cauca","CO","Colombia",1
"CO19785","college","Sucre","CO19","Cauca","CO","Colombia",2
"CO19807","college","Timbío","CO19","Cauca","CO","Colombia",4
"CO19845","college","Villa Rica","CO19","Cauca","CO","Colombia",1
"CO20001","college","Valledupar","CO20","Cesar","CO","Colombia",2
"CO20011","college","Aguachica","CO20","Cesar","CO","Colombia",3
"CO20013","college","Agustín Codazzi","CO20","Cesar","CO","Colombia",1
"CO20228","college","Curumaní","CO20","Cesar","CO","Colombia",1
"CO23001","college","Montería","CO23","Córdoba","CO","Colombia",4
"CO23417","college","Lorica","CO23","Córdoba","CO","Colombia",10
"CO23586","college","Purísima de la Concepción","CO23","Córdoba","CO","Colombia",1
"CO23660","college","Sahagún","CO23","Córdoba","CO","Colombia",1
"CO23675","college","San Bernardo del Viento","CO23","Córdoba","CO","Colombia",2
"CO23807","college","Tierralta","CO23","Córdoba","CO","Colombia",7
"CO25154","college","Carmen de Carupa","CO25","Cundinamarca","CO","Colombia",1
"CO25175","college","Chía","CO25","Cundinamarca","CO","Colombia",2
"CO25245","college","El Colegio","CO25","Cundinamarca","CO","Colombia",2
"CO25260","college","El Rosal","CO25","Cundinamarca","CO","Colombia",1
"CO25269","college","Facatativá","CO25","Cundinamarca","CO","Colombia",2
"CO25286","college","Funza","CO25","Cundinamarca","CO","Colombia",1
"CO25288","college","Fúquene","CO25","Cundinamarca","CO","Colombia",3
"CO25290","college","Fusagasugá","CO25","Cundinamarca","CO","Colombia",1
"CO25307","college","Girardot","CO25","Cundinamarca","CO","Colombia",1
"CO25317","college","Guachetá","CO25","Cundinamarca","CO","Colombia",4
"CO25322","college","Guasca","CO25","Cundinamarca","CO","Colombia",1
"CO25377","college","La Calera","CO25","Cundinamarca","CO","Colombia",1
"CO25386","college","La Mesa","CO25","Cundinamarca","CO","Colombia",3
"CO25438","college","Medina","CO25","Cundinamarca","CO","Colombia",1
"CO25473","college","Mosquera","CO25","Cundinamarca","CO","Colombia",1
"CO25513","college","Pacho","CO25","Cundinamarca","CO","Colombia",1
"CO25645","college","San Antonio del Tequendama","CO25","Cundinamarca","CO","Colombia",1
"CO25653","college","San Cayetano","CO25","Cundinamarca","CO","Colombia",1
"CO25736","college","Sesquilé","CO25","Cundinamarca","CO","Colombia",1
"CO25740","college","Sibaté","CO25","Cundinamarca","CO","Colombia",1
"CO25754","college","Soacha","CO25","Cundinamarca","CO","Colombia",3
"CO25769","college","Subachoque","CO25","Cundinamarca","CO","Colombia",1
"CO25785","college","Tabio","CO25","Cundinamarca","CO","Colombia",11
"CO25797","college","Tena","CO25","Cundinamarca","CO","Colombia",1
"CO25839","college","Ubalá","CO25","Cundinamarca","CO","Colombia",2
"CO25862","college","Vergara","CO25","Cundinamarca","CO","Colombia",1
"CO25899","college","Zipaquirá","CO25","Cundinamarca","CO","Colombia",1
"CO27001","college","Quibdó","CO27","Chocó","CO","Colombia",2
"CO27006","college","Acandí","CO27","Chocó","CO","Colombia",2
"CO27099","college","Bojayá","CO27","Chocó","CO","Colombia",1
"CO27361","college","Istmina","CO27","Chocó","CO","Colombia",1
"CO27495","college","Nuquí","CO27","Chocó","CO","Colombia",1
"CO41001","college","Neiva","CO41","Huila","CO","Colombia",25
"CO41013","college","Agrado","CO41","Huila","CO","Colombia",1
"CO41016","college","Aipe","CO41","Huila","CO","Colombia",1
"CO41298","college","Garzón","CO41","Huila","CO","Colombia",4
"CO41306","college","Gigante","CO41","Huila","CO","Colombia",1
"CO41396","college","La Plata","CO41","Huila","CO","Colombia",3
"CO41530","college","Palestina","CO41","Huila","CO","Colombia",1
"CO41615","college","Rivera","CO41","Huila","CO","Colombia",1
"CO41668","college","San Agustín","CO41","Huila","CO","Colombia",1
"CO44001","college","Riohacha","CO44","La Guajira","CO","Colombia",4
"CO44090","college","Dibulla","CO44","La Guajira","CO","Colombia",1
"CO44847","college","Uribia","CO44","La Guajira","CO","Colombia",1
"CO47001","college","Santa Marta","CO47","Magdalena","CO","Colombia",3
"CO50001","college","Villavicencio","CO50","Meta","CO","Colombia",7
"CO50006","college","Acacías","CO50","Meta","CO","Colombia",4
"CO50313","college","Granada","CO50","Meta","CO","Colombia",16
"CO50325","college","Mapiripán","CO50","Meta","CO","Colombia",1
"CO50330","college","Mesetas","CO50","Meta","CO","Colombia",1
"CO50350","college","La Macarena","CO50","Meta","CO","Colombia",4
"CO50370","college","Uribe","CO50","Meta","CO","Colombia",5
"CO50577","college","Puerto Lleras","CO50","Meta","CO","Colombia",1
"CO50590","college","Puerto Rico","CO50","Meta","CO","Colombia",3
"CO50711","college","Vistahermosa","CO50","Meta","CO","Colombia",2
"CO52001","college","Pasto","CO52","Nariño","CO","Colombia",5
"CO52079","college","Barbacoas","CO52","Nariño","CO","Colombia",1
"CO52356","college","Ipiales","CO52","Nariño","CO","Colombia",1
"CO52399","college","La Unión","CO52","Nariño","CO","Colombia",1
"CO52835","college","San Andrés de Tumaco","CO52","Nariño","CO","Colombia",1
"CO54001","college","San José de Cúcuta","CO54","Norte de Santander","CO","Colombia",31
"CO54051","college","Arboledas","CO54","Norte de Santander","CO","Colombia",1
"CO54405","college","Los Patios","CO54","Norte de Santander","CO","Colombia",1
"CO54498","college","Ocaña","CO54","Norte de Santander","CO","Colombia",3
"CO54518","college","Pamplona","CO54","Norte de Santander","CO","Colombia",1
"CO54720","college","Sardinata","CO54","Norte de Santander","CO","Colombia",3
"CO54810","college","Tibú","CO54","Norte de Santander","CO","Colombia",1
"CO54874","college","Villa del Rosario","CO54","Norte de Santander","CO","Colombia",2
"CO63001","college","Armenia","CO63","Quindio","CO","Colombia",49
"CO63130","college","Calarcá","CO63","Quindio","CO","Colombia",17
"CO63190","college","Circasia","CO63","Quindio","CO","Colombia",4
"CO63212","college","Córdoba","CO63","Quindio","CO","Colombia",1
"CO63272","college","Filandia","CO63","Quindio","CO","Colombia",1
"CO63401","college","La Tebaida","CO63","Quindio","CO","Colombia",6
"CO63470","college","Montenegro","CO63","Quindio","CO","Colombia",6
"CO63548","college","Pijao","CO63","Quindio","CO","Colombia",1
"CO63594","college","Quimbaya","CO63","Quindio","CO","Colombia",2
"CO63690","college","Salento","CO63","Quindio","CO","Colombia",1
"CO66001","college","Pereira","CO66","Risaralda","CO","Colombia",6
"CO66088","college","Belén de Umbría","CO66","Risaralda","CO","Colombia",1
"CO66170","college","Dosquebradas","CO66","Risaralda","CO","Colombia",2
"CO66456","college","Mistrató","CO66","Risaralda","CO","Colombia",1
"CO68001","college","Bucaramanga","CO68","Santander","CO","Colombia",35
"CO68081","college","Barrancabermeja","CO68","Santander","CO","Colombia",5
"CO68190","college","Cimitarra","CO68","Santander","CO","Colombia",1
"CO68276","college","Floridablanca","CO68","Santander","CO","Colombia",1
"CO68307","college","Girón","CO68","Santander","CO","Colombia",1
"CO68324","college","Guavatá","CO68","Santander","CO","Colombia",1
"CO68432","college","Málaga","CO68","Santander","CO","Colombia",1
"CO68547","college","Piedecuesta","CO68","Santander","CO","Colombia",1
"CO68572","college","Puente Nacional","CO68","Santander","CO","Colombia",2
"CO68669","college","San Andrés","CO68","Santander","CO","Colombia",1
"CO68679","college","San Gil","CO68","Santander","CO","Colombia",1
"CO68861","college","Vélez","CO68","Santander","CO","Colombia",2
"CO68872","college","Villanueva","CO68","Santander","CO","Colombia",2
"CO70001","college","Sincelejo","CO70","Sucre","CO","Colombia",31
"CO70230","college","Chalán","CO70","Sucre","CO","Colombia",1
"CO70400","college","La Unión","CO70","Sucre","CO","Colombia",1
"CO70418","college","Los Palmitos","CO70","Sucre","CO","Colombia",9
"CO73001","college","Ibagué","CO73","Tolima","CO","Colombia",15
"CO73030","college","Ambalema","CO73","Tolima","CO","Colombia",2
"CO73043","college","Anzoátegui","CO73","Tolima","CO","Colombia",1
"CO73067","college","Ataco","CO73","Tolima","CO","Colombia",2
"CO73148","college","Carmen de Apicalá","CO73","Tolima","CO","Colombia",1
"CO73168","college","Chaparral","CO73","Tolima","CO","Colombia",6
"CO73319","college","Guamo","CO73","Tolima","CO","Colombia",1
"CO73411","college","Líbano","CO73","Tolima","CO","Colombia",3
"CO73443","college","San Sebastián de Mariquita","CO73","Tolima","CO","Colombia",1
"CO73461","college","Murillo","CO73","Tolima","CO","Colombia",1
"CO76001","college","Cali","CO76","Valle del Cauca","CO","Colombia",26
"CO76041","college","Ansermanuevo","CO76","Valle del Cauca","CO","Colombia",1
"CO76109","college","Buenaventura","CO76","Valle del Cauca","CO","Colombia",7
"CO76111","college","Guadalajara de Buga","CO76","Valle del Cauca","CO","Colombia",4
"CO76147","college","Cartago","CO76","Valle del Cauca","CO","Colombia",3
"CO76248","college","El Cerrito","CO76","Valle del Cauca","CO","Colombia",1
"CO76306","college","Ginebra","CO76","Valle del Cauca","CO","Colombia",1
"CO76400","college","La Unión","CO76","Valle del Cauca","CO","Colombia",1
"CO76520","college","Palmira","CO76","Valle del Cauca","CO","Colombia",2
"CO76616","college","Riofrío","CO76","Valle del Cauca","CO","Colombia",3
"CO76828","college","Trujillo","CO76","Valle del Cauca","CO","Colombia",1
"CO76845","college","Ulloa","CO76","Valle del Cauca","CO","Colombia",1
"CO76869","college","Vijes","CO76","Valle del Cauca","CO","Colombia",1
"CO76892","college","Yumbo","CO76","Valle del Cauca","CO","Colombia",2
"CO81001","college","Arauca","CO81","Arauca","CO","Colombia",4
"CO81736","college","Saravena","CO81","Arauca","CO","Colombia",7
"CO81794","college","Tame","CO81","Arauca","CO","Colombia",3
"CO85001","college","Yopal","CO85","Casanare","CO","Colombia",6
"CO85263","college","Pore","CO85","Casanare","CO","Colombia",1
"CO85410","college","Tauramena","CO85","Casanare","CO","Colombia",8
"CO86001","college","Mocoa","CO86","Putumayo","CO","Colombia",1
"CO86568","college","Puerto Asís","CO86","Putumayo","CO","Colombia",2
"CO86571","college","Puerto Guzmán","CO86","Putumayo","CO","Colombia",1
"CO91001","college","Leticia","CO91","Amazonas","CO","Colombia",1
"CO95001","college","San José del Guaviare","CO95","Guaviare","CO","Colombia",6
"CO99773","college","Cumaribo","CO99","Vichada","CO","Colombia",1
"CO05001","clinic","Medellín","CO05","Antioquia","CO","Colombia",102
"CO05031","clinic","Amalfi","CO05","Antioquia","CO","Colombia",1
"CO05088","clinic","Bello","CO05","Antioquia","CO","Colombia",3
"CO05120","clinic","Cáceres","CO05","Antioquia","CO","Colombia",2
"CO05148","clinic","El Carmen de Viboral","CO05","Antioquia","CO","Colombia",1
"CO05154","clinic","Caucasia","CO05","Antioquia","CO","Colombia",1
"CO05250","clinic","El Bagre","CO05","Antioquia","CO","Colombia",1
"CO05360","clinic","Itagüí","CO05","Antioquia","CO","Colombia",2
"CO05364","clinic","Jardín","CO05","Antioquia","CO","Colombia",1
"CO05376","clinic","La Ceja","CO05","Antioquia","CO","Colombia",1
"CO05380","clinic","La Estrella","CO05","Antioquia","CO","Colombia",1
"CO05543","clinic","Peque","CO05","Antioquia","CO","Colombia",1
"CO05615","clinic","Rionegro","CO05","Antioquia","CO","Colombia",1
"CO05631","clinic","Sabaneta","CO05","Antioquia","CO","Colombia",1
"CO05642","clinic","Salgar","CO05","Antioquia","CO","Colombia",1
"CO05837","clinic","Turbo","CO05","Antioquia","CO","Colombia",1
"CO05895","clinic","Zaragoza","CO05","Antioquia","CO","Colombia",1
"CO08001","clinic","Barranquilla","CO08","Atlántico","CO","Colombia",33
"CO08078","clinic","Baranoa","CO08","Atlántico","CO","Colombia",1
"CO08433","clinic","Malambo","CO08","Atlántico","CO","Colombia",1
"CO08573","clinic","Puerto Colombia","CO08","Atlántico","CO","Colombia",1
"CO08638","clinic","Sabanalarga","CO08","Atlántico","CO","Colombia",1
"CO08758","clinic","Soledad","CO08","Atlántico","CO","Colombia",5
"CO11001","clinic","Bogotá, D.C.","CO11","Bogotá, D.C.","CO","Colombia",258
"CO13001","clinic","Cartagena de Indias","CO13","Bolívar","CO","Colombia",23
"CO13244","clinic","El Carmen de Bolívar","CO13","Bolívar","CO","Colombia",1
"CO13430","clinic","Magangué","CO13","Bolívar","CO","Colombia",1
"CO13433","clinic","Mahates","CO13","Bolívar","CO","Colombia",1
"CO15001","clinic","Tunja","CO15","Boyacá","CO","Colombia",2
"CO15176","clinic","Chiquinquirá","CO15","Boyacá","CO","Colombia",2
"CO15238","clinic","Duitama","CO15","Boyacá","CO","Colombia",3
"CO15332","clinic","Güicán de la Sierra","CO15","Boyacá","CO","Colombia",1
"CO15518","clinic","Pajarito","CO15","Boyacá","CO","Colombia",1
"CO15572","clinic","Puerto Boyacá","CO15","Boyacá","CO","Colombia",1
"CO15638","clinic","Sáchica","CO15","Boyacá","CO","Colombia",1
"CO15759","clinic","Sogamoso","CO15","Boyacá","CO","Colombia",1
"CO15762","clinic","Sora","CO15","Boyacá","CO","Colombia",1
"CO15822","clinic","Tota","CO15","Boyacá","CO","Colombia",1
"CO17001","clinic","Manizales","CO17","Caldas","CO","Colombia",17
"CO17013","clinic","Aguadas","CO17","Caldas","CO","Colombia",1
"CO17174","clinic","Chinchiná","CO17","Caldas","CO","Colombia",1
"CO17777","clinic","Supía","CO17","Caldas","CO","Colombia",1
"CO18001","clinic","Florencia","CO18","Caquetá","CO","Colombia",3
"CO18150","clinic","Cartagena del Chairá","CO18","Caquetá","CO","Colombia",3
"CO18592","clinic","Puerto Rico","CO18","Caquetá","CO","Colombia",1
"CO18610","clinic","San José del Fragua","CO18","Caquetá","CO","Colombia",1
"CO18756","clinic","Solano","CO18","Caquetá","CO","Colombia",1
"CO19001","clinic","Popayán","CO19","Cauca","CO","Colombia",19
"CO19100","clinic","Bolívar","CO19","Cauca","CO","Colombia",1
"CO19110","clinic","Buenos Aires","CO19","Cauca","CO","Colombia",1
"CO19130","clinic","Cajibío","CO19","Cauca","CO","Colombia",3
"CO19256","clinic","El Tambo","CO19","Cauca","CO","Colombia",6
"CO19355","clinic","Inzá","CO19","Cauca","CO","Colombia",3
"CO19397","clinic","La Vega","CO19","Cauca","CO","Colombia",2
"CO19418","clinic","López de Micay","CO19","Cauca","CO","Colombia",1
"CO19450","clinic","Mercaderes","CO19","Cauca","CO","Colombia",1
"CO19455","clinic","Miranda","CO19","Cauca","CO","Colombia",4
"CO19517","clinic","Páez","CO19","Cauca","CO","Colombia",1
"CO19532","clinic","Patía","CO19","Cauca","CO","Colombia",5
"CO19533","clinic","Piamonte","CO19","Cauca","CO","Colombia",1
"CO19573","clinic","Puerto Tejada","CO19","Cauca","CO","Colombia",2
"CO19698","clinic","Santander de Quilichao","CO19","Cauca","CO","Colombia",6
"CO19743","clinic","Silvia","CO19","Cauca","CO","Colombia",2
"CO19760","clinic","Sotará - Paispamba","CO19","Cauca","CO","Colombia",1
"CO19809","clinic","Timbiquí","CO19","Cauca","CO","Colombia",1
"CO19824","clinic","Totoró","CO19","Cauca","CO","Colombia",1
"CO20001","clinic","Valledupar","CO20","Cesar","CO","Colombia",4
"CO20011","clinic","Aguachica","CO20","Cesar","CO","Colombia",1
"CO20443","clinic","Manaure Balcón del Cesar","CO20","Cesar","CO","Colombia",2
"CO23001","clinic","Montería","CO23","Córdoba","CO","Colombia",18
"CO25126","clinic","Cajicá","CO25","Cundinamarca","CO","Colombia",1
"CO25175","clinic","Chía","CO25","Cundinamarca","CO","Colombia",5
"CO25281","clinic","Fosca","CO25","Cundinamarca","CO","Colombia",1
"CO25290","clinic","Fusagasugá","CO25","Cundinamarca","CO","Colombia",1
"CO25307","clinic","Girardot","CO25","Cundinamarca","CO","Colombia",6
"CO25335","clinic","Guayabetal","CO25","Cundinamarca","CO","Colombia",1
"CO25386","clinic","La Mesa","CO25","Cundinamarca","CO","Colombia",2
"CO25473","clinic","Mosquera","CO25","Cundinamarca","CO","Colombia",2
"CO25599","clinic","Apulo","CO25","Cundinamarca","CO","Colombia",1
"CO25754","clinic","Soacha","CO25","Cundinamarca","CO","Colombia",2
"CO25851","clinic","Útica","CO25","Cundinamarca","CO","Colombia",1
"CO27495","clinic","Nuquí","CO27","Chocó","CO","Colombia",1
"CO41001","clinic","Neiva","CO41","Huila","CO","Colombia",5
"CO41298","clinic","Garzón","CO41","Huila","CO","Colombia",2
"CO41396","clinic","La Plata","CO41","Huila","CO","Colombia",1
"CO41551","clinic","Pitalito","CO41","Huila","CO","Colombia",3
"CO44001","clinic","Riohacha","CO44","La Guajira","CO","Colombia",25
"CO44078","clinic","Barrancas","CO44","La Guajira","CO","Colombia",3
"CO44430","clinic","Maicao","CO44","La Guajira","CO","Colombia",1
"CO44560","clinic","Manaure","CO44","La Guajira","CO","Colombia",2
"CO44847","clinic","Uribia","CO44","La Guajira","CO","Colombia",1
"CO47001","clinic","Santa Marta","CO47","Magdalena","CO","Colombia",15
"CO47189","clinic","Ciénaga","CO47","Magdalena","CO","Colombia",1
"CO50001","clinic","Villavicencio","CO50","Meta","CO","Colombia",6
"CO50251","clinic","El Castillo","CO50","Meta","CO","Colombia",1
"CO50350","clinic","La Macarena","CO50","Meta","CO","Colombia",1
"CO50568","clinic","Puerto Gaitán","CO50","Meta","CO","Colombia",1
"CO52001","clinic","Pasto","CO52","Nariño","CO","Colombia",5
"CO52356","clinic","Ipiales","CO52","Nariño","CO","Colombia",3
"CO52418","clinic","Los Andes","CO52","Nariño","CO","Colombia",1
"CO54001","clinic","San José de Cúcuta","CO54","Norte de Santander","CO","Colombia",65
"CO54109","clinic","Bucarasica","CO54","Norte de Santander","CO","Colombia",1
"CO54405","clinic","Los Patios","CO54","Norte de Santander","CO","Colombia",1
"CO54498","clinic","Ocaña","CO54","Norte de Santander","CO","Colombia",3
"CO54874","clinic","Villa del Rosario","CO54","Norte de Santander","CO","Colombia",1
"CO63001","clinic","Armenia","CO63","Quindio","CO","Colombia",16
"CO63130","clinic","Calarcá","CO63","Quindio","CO","Colombia",2
"CO66001","clinic","Pereira","CO66","Risaralda","CO","Colombia",17
"CO66170","clinic","Dosquebradas","CO66","Risaralda","CO","Colombia",1
"CO68001","clinic","Bucaramanga","CO68","Santander","CO","Colombia",10
"CO68276","clinic","Floridablanca","CO68","Santander","CO","Colombia",5
"CO68679","clinic","San Gil","CO68","Santander","CO","Colombia",2
"CO68755","clinic","Socorro","CO68","Santander","CO","Colombia",2
"CO68820","clinic","Tona","CO68","Santander","CO","Colombia",1
"CO68861","clinic","Vélez","CO68","Santander","CO","Colombia",1
"CO70001","clinic","Sincelejo","CO70","Sucre","CO","Colombia",20
"CO70215","clinic","Corozal","CO70","Sucre","CO","Colombia",1
"CO70230","clinic","Chalán","CO70","Sucre","CO","Colombia",2
"CO70473","clinic","Morroa","CO70","Sucre","CO","Colombia",1
"CO70670","clinic","Sampués","CO70","Sucre","CO","Colombia",1
"CO73001","clinic","Ibagué","CO73","Tolima","CO","Colombia",16
"CO73168","clinic","Chaparral","CO73","Tolima","CO","Colombia",1
"CO73268","clinic","Espinal","CO73","Tolima","CO","Colombia",1
"CO76001","clinic","Cali","CO76","Valle del Cauca","CO","Colombia",51
"CO76111","clinic","Guadalajara de Buga","CO76","Valle del Cauca","CO","Colombia",1
"CO76147","clinic","Cartago","CO76","Valle del Cauca","CO","Colombia",4
"CO76248","clinic","El Cerrito","CO76","Valle del Cauca","CO","Colombia",1
"CO76275","clinic","Florida","CO76","Valle del Cauca","CO","Colombia",1
"CO76364","clinic","Jamundí","CO76","Valle del Cauca","CO","Colombia",1
"CO76520","clinic","Palmira","CO76","Valle del Cauca","CO","Colombia",9
"CO81001","clinic","Arauca","CO81","Arauca","CO","Colombia",1
"CO81736","clinic","Saravena","CO81","Arauca","CO","Colombia",2
"CO81794","clinic","Tame","CO81","Arauca","CO","Colombia",1
"CO85001","clinic","Yopal","CO85","Casanare","CO","Colombia",6
"CO85430","clinic","Trinidad","CO85","Casanare","CO","Colombia",1
"CO85440","clinic","Villanueva","CO85","Casanare","CO","Colombia",2
"CO86749","clinic","Sibundoy","CO86","Putumayo","CO","Colombia",1
"CO88001","clinic","San Andrés","CO88","Archipiélago de San Andrés, Providencia y Santa Catalina","CO","Colombia",1
"CO91001","clinic","Leticia","CO91","Amazonas","CO","Colombia",1
"CO97001","clinic","Mitú","CO97","Vaupés","CO","Colombia",1
"CO99773","clinic","Cumaribo","CO99","Vichada","CO","Colombia",1
"CO05001","university","Medellín","CO05","Antioquia","CO","Colombia",51
"CO05031","university","Amalfi","CO05","Antioquia","CO","Colombia",2
"CO05045","university","Apartadó","CO05","Antioquia","CO","Colombia",5
"CO05088","university","Bello","CO05","Antioquia","CO","Colombia",3
"CO05148","university","El Carmen de Viboral","CO05","Antioquia","CO","Colombia",2
"CO05266","university","Envigado","CO05","Antioquia","CO","Colombia",3
"CO05411","university","Liborina","CO05","Antioquia","CO","Colombia",1
"CO05579","university","Puerto Berrío","CO05","Antioquia","CO","Colombia",1
"CO05615","university","Rionegro","CO05","Antioquia","CO","Colombia",2
"CO05631","university","Sabaneta","CO05","Antioquia","CO","Colombia",2
"CO05686","university","Santa Rosa de Osos","CO05","Antioquia","CO","Colombia",1
"CO05837","university","Turbo","CO05","Antioquia","CO","Colombia",3
"CO08001","university","Barranquilla","CO08","Atlántico","CO","Colombia",16
"CO08078","university","Baranoa","CO08","Atlántico","CO","Colombia",1
"CO08573","university","Puerto Colombia","CO08","Atlántico","CO","Colombia",8
"CO11001","university","Bogotá, D.C.","CO11","Bogotá, D.C.","CO","Colombia",162
"CO13001","university","Cartagena de Indias","CO13","Bolívar","CO","Colombia",18
"CO13244","university","El Carmen de Bolívar","CO13","Bolívar","CO","Colombia",1
"CO13430","university","Magangué","CO13","Bolívar","CO","Colombia",2
"CO13440","university","Margarita","CO13","Bolívar","CO","Colombia",2
"CO13836","university","Turbaco","CO13","Bolívar","CO","Colombia",2
"CO15001","university","Tunja","CO15","Boyacá","CO","Colombia",9
"CO15176","university","Chiquinquirá","CO15","Boyacá","CO","Colombia",3
"CO15238","university","Duitama","CO15","Boyacá","CO","Colombia",4
"CO15537","university","Paz de Río","CO15","Boyacá","CO","Colombia",1
